17,学士,AaA,
17,学士,BbB,
17,修士,KoM,1
18,学士,CoC,
18,学士,SuR,4
18,修士,DdD,
19,学士,EeE,
19,学士,BaE,4
19,学士,FfF,
19,学士,KaM,3
19,修士,SaY,1
19,修士,GgG,
